编号,片段名,文本,语言,中文,label,音频路径,answer
55430,电视剧6 EP12,,英语,天天二十四小时待命陪领导,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_07_58,679_00_08_01,239.wav",
55431,电视剧6 EP12,,泰语,天天二十四小时待命陪领导,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_07_58,679_00_08_01,239.wav",
55432,电视剧6 EP12,,英语,好不容易见一面呢还在这守男德呢,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_08_01,679_00_08_04,119.wav",
55433,电视剧6 EP12,,泰语,好不容易见一面呢还在这守男德呢,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_08_01,679_00_08_04,119.wav",
55434,电视剧6 EP12,,英语,我也不想领这个奖,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_08_08,359_00_08_09,679.wav",
55435,电视剧6 EP12,,泰语,我也不想领这个奖,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_08_08,359_00_08_09,679.wav",
55436,电视剧6 EP12,,英语,多有禁忌感呀,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_08_41,439_00_08_43,599.wav",
55437,电视剧6 EP12,,泰语,多有禁忌感呀,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_08_41,439_00_08_43,599.wav",
55438,电视剧6 EP12,,英语,阿姨今天你可以先回家了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_09_13,919_00_09_16,079.wav",
55439,电视剧6 EP12,,泰语,阿姨今天你可以先回家了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_09_13,919_00_09_16,079.wav",
55440,电视剧6 EP12,,英语,多余的钱不用退了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_09_16,679_00_09_17,839.wav",
55441,电视剧6 EP12,,泰语,多余的钱不用退了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_09_16,679_00_09_17,839.wav",
55442,电视剧6 EP12,,英语,那我就回去了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_09_19,199_00_09_20,160.wav",
55443,电视剧6 EP12,,泰语,那我就回去了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_09_19,199_00_09_20,160.wav",
55444,电视剧6 EP12,,英语,依依明天见,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_09_26,839_00_09_28,160.wav",
55445,电视剧6 EP12,,泰语,依依明天见,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_09_26,839_00_09_28,160.wav",
55446,电视剧6 EP12,,英语,你知道当一次伴儿有多难吗,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_09_59,000_00_10_02,039.wav",
55447,电视剧6 EP12,,泰语,你知道当一次伴儿有多难吗,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_09_59,000_00_10_02,039.wav",
55448,电视剧6 EP12,,英语,我觉得你这个恋爱不是在跟我谈是在跟你们行长谈,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_03,120_00_10_07,039.wav",
55449,电视剧6 EP12,,泰语,我觉得你这个恋爱不是在跟我谈是在跟你们行长谈,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_03,120_00_10_07,039.wav",
55450,电视剧6 EP12,,英语,说到行长他今天问我说年轻人结婚要随多少,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_08,839_00_10_12,160.wav",
55451,电视剧6 EP12,,泰语,说到行长他今天问我说年轻人结婚要随多少,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_08,839_00_10_12,160.wav",
55452,电视剧6 EP12,,英语,你是不是想,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_13,480_00_10_14,880.wav",
55453,电视剧6 EP12,,泰语,你是不是想,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_13,480_00_10_14,880.wav",
55454,电视剧6 EP12,,英语,不是是我们航空机组,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_15,240_00_10_17,039.wav",
55455,电视剧6 EP12,,泰语,不是是我们航空机组,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_15,240_00_10_17,039.wav",
55456,电视剧6 EP12,,英语,不过唯一我们两个是不是也应该,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_17,839_00_10_20,000.wav",
55457,电视剧6 EP12,,泰语,不过唯一我们两个是不是也应该,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_17,839_00_10_20,000.wav",
55458,电视剧6 EP12,,英语,什么什么涂小宁要结婚了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_20,240_00_10_23,280.wav",
55459,电视剧6 EP12,,泰语,什么什么涂小宁要结婚了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_20,240_00_10_23,280.wav",
55460,电视剧6 EP12,,英语,他怎么没跟我说呀,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_24,120_00_10_25,360.wav",
55461,电视剧6 EP12,,泰语,他怎么没跟我说呀,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_24,120_00_10_25,360.wav",
55462,电视剧6 EP12,,英语,不是我们航班系统跟小牛有什么关系啊,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_26,959_00_10_30,679.wav",
55463,电视剧6 EP12,,泰语,不是我们航班系统跟小牛有什么关系啊,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_26,959_00_10_30,679.wav",
55464,电视剧6 EP12,,英语,我这么有钱,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_55,520_00_10_56,520.wav",
55465,电视剧6 EP12,,泰语,我这么有钱,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_55,520_00_10_56,520.wav",
55466,电视剧6 EP12,,英语,怎么能让我闺蜜吃泡面呢,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_56,520_00_10_58,199.wav",
55467,电视剧6 EP12,,泰语,怎么能让我闺蜜吃泡面呢,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_56,520_00_10_58,199.wav",
55468,电视剧6 EP12,,英语,况且社畜一整天当然得吃点好的才能回回血了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_58,439_00_11_01,520.wav",
55469,电视剧6 EP12,,泰语,况且社畜一整天当然得吃点好的才能回回血了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_10_58,439_00_11_01,520.wav",
55470,电视剧6 EP12,,英语,你这一顿顶我两天工资了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_04,480_00_11_06,839.wav",
55471,电视剧6 EP12,,泰语,你这一顿顶我两天工资了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_04,480_00_11_06,839.wav",
55472,电视剧6 EP12,,英语,你做什么对不起我的事儿了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_09,079_00_11_10,559.wav",
55473,电视剧6 EP12,,泰语,你做什么对不起我的事儿了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_09,079_00_11_10,559.wav",
55474,电视剧6 EP12,,英语,我平时对你不好吗,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_11,000_00_11_12,000.wav",
55475,电视剧6 EP12,,泰语,我平时对你不好吗,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_11,000_00_11_12,000.wav",
55476,电视剧6 EP12,,英语,你要是不想吃这个等会儿下班我再带你去吃点别的好的,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_13,719_00_11_16,719.wav",
55477,电视剧6 EP12,,泰语,你要是不想吃这个等会儿下班我再带你去吃点别的好的,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_13,719_00_11_16,719.wav",
55478,电视剧6 EP12,,英语,不用了我最近没什么胃口,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_17,280_00_11_19,719.wav",
55479,电视剧6 EP12,,泰语,不用了我最近没什么胃口,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_17,280_00_11_19,719.wav",
55480,电视剧6 EP12,,英语,这就是纪恒那个什么白月光堂什么会吧,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_31,199_00_11_34,360.wav",
55481,电视剧6 EP12,,泰语,这就是纪恒那个什么白月光堂什么会吧,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_31,199_00_11_34,360.wav",
55482,电视剧6 EP12,,英语,别让别人听见给齐衡找麻烦,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_37,280_00_11_39,839.wav",
55483,电视剧6 EP12,,泰语,别让别人听见给齐衡找麻烦,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_37,280_00_11_39,839.wav",
55484,电视剧6 EP12,,英语,婚还没结呢这就成立共同体啦,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_42,280_00_11_45,000.wav",
55485,电视剧6 EP12,,泰语,婚还没结呢这就成立共同体啦,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_42,280_00_11_45,000.wav",
55486,电视剧6 EP12,,英语,我们两个虽然没有领证但是也跟正常结婚夫妻没什么两样啊,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_47,719_00_11_53,559.wav",
55487,电视剧6 EP12,,泰语,我们两个虽然没有领证但是也跟正常结婚夫妻没什么两样啊,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_47,719_00_11_53,559.wav",
55488,电视剧6 EP12,,英语,住在一起钱又放在一起,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_54,120_00_11_56,199.wav",
55489,电视剧6 EP12,,泰语,住在一起钱又放在一起,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_54,120_00_11_56,199.wav",
55490,电视剧6 EP12,,英语,那给他找麻烦不就等于给自己找麻烦吗,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_56,559_00_11_59,160.wav",
55491,电视剧6 EP12,,泰语,那给他找麻烦不就等于给自己找麻烦吗,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_11_56,559_00_11_59,160.wav",
55492,电视剧6 EP12,,英语,我看呀就是看上他,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_02,360_00_12_04,360.wav",
55493,电视剧6 EP12,,泰语,我看呀就是看上他,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_02,360_00_12_04,360.wav",
55494,电视剧6 EP12,,英语,那又怎么样,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_06,480_00_12_07,360_chinesetts.wav",
55495,电视剧6 EP12,,泰语,那又怎么样,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_06,480_00_12_07,360_chinesetts.wav",
55496,电视剧6 EP12,,英语,不知道他到底是怎么想的,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_09,400_00_12_11,120.wav",
55497,电视剧6 EP12,,泰语,不知道他到底是怎么想的,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_09,400_00_12_11,120.wav",
55498,电视剧6 EP12,,英语,录音的时候他都对你那样了你还不知道他的想法,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_12,160_00_12_15,319.wav",
55499,电视剧6 EP12,,泰语,录音的时候他都对你那样了你还不知道他的想法,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_12,160_00_12_15,319.wav",
55500,电视剧6 EP12,,英语,就是摸不准,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_17,000_00_12_18,199.wav",
55501,电视剧6 EP12,,泰语,就是摸不准,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_17,000_00_12_18,199.wav",
55502,电视剧6 EP12,,英语,不准你就问,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_18,559_00_12_19,400.wav",
55503,电视剧6 EP12,,泰语,不准你就问,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_18,559_00_12_19,400.wav",
55504,电视剧6 EP12,,英语,现在马上发微信,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_19,480_00_12_20,240.wav",
55505,电视剧6 EP12,,泰语,现在马上发微信,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_19,480_00_12_20,240.wav",
55506,电视剧6 EP12,,英语,我们俩刚在一起的时候就不是以爱情为前提而是觉得合适才在一起的,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_21,319_00_12_27,079.wav",
55507,电视剧6 EP12,,泰语,我们俩刚在一起的时候就不是以爱情为前提而是觉得合适才在一起的,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_21,319_00_12_27,079.wav",
55508,电视剧6 EP12,,英语,那现在我一个人单方面的想提高对爱情的标准是不是有点太过分了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_27,760_00_12_32,919.wav",
55509,电视剧6 EP12,,泰语,那现在我一个人单方面的想提高对爱情的标准是不是有点太过分了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_27,760_00_12_32,919.wav",
55510,电视剧6 EP12,,英语,再说了每个人都有拥有白月光的权利吧,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_34,000_00_12_37,000.wav",
55511,电视剧6 EP12,,泰语,再说了每个人都有拥有白月光的权利吧,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_34,000_00_12_37,000.wav",
55512,电视剧6 EP12,,英语,人家也没错,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_37,240_00_12_38,160.wav",
55513,电视剧6 EP12,,泰语,人家也没错,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_37,240_00_12_38,160.wav",
55514,电视剧6 EP12,,英语,我想你啊你现在怎么这么婆婆妈妈的了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_38,799_00_12_42,120.wav",
55515,电视剧6 EP12,,泰语,我想你啊你现在怎么这么婆婆妈妈的了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_38,799_00_12_42,120.wav",
55516,电视剧6 EP12,,英语,我哪里是婆婆妈妈,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_42,319_00_12_43,559.wav",
55517,电视剧6 EP12,,泰语,我哪里是婆婆妈妈,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_42,319_00_12_43,559.wav",
55518,电视剧6 EP12,,英语,本小姐再给你指一条明路,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_48,919_00_12_50,760.wav",
55519,电视剧6 EP12,,泰语,本小姐再给你指一条明路,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_48,919_00_12_50,760.wav",
55520,电视剧6 EP12,,英语,就直接暧昧勾引激情缠绵连环操作,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_56,240_00_12_59,039.wav",
55521,电视剧6 EP12,,泰语,就直接暧昧勾引激情缠绵连环操作,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_56,240_00_12_59,039.wav",
55522,电视剧6 EP12,,英语,这样就能实现人类生命的大和谐了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_59,839_00_13_02,559.wav",
55523,电视剧6 EP12,,泰语,这样就能实现人类生命的大和谐了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_12_59,839_00_13_02,559.wav",
55524,电视剧6 EP12,,英语,我马上就要考试了我不想因为这个事儿分心,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_13_07,280_00_13_10,240.wav",
55525,电视剧6 EP12,,泰语,我马上就要考试了我不想因为这个事儿分心,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_13_07,280_00_13_10,240.wav",
55526,电视剧6 EP12,,英语,行随便你吧,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_13_14,280_00_13_15,880.wav",
55527,电视剧6 EP12,,泰语,行随便你吧,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_13_14,280_00_13_15,880.wav",
55528,电视剧6 EP12,,英语,你们俩一个嘴不利索一个脑子不利索真是墨迹到一块儿去了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_13_16,880_00_13_21,559.wav",
55529,电视剧6 EP12,,泰语,你们俩一个嘴不利索一个脑子不利索真是墨迹到一块儿去了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_13_16,880_00_13_21,559.wav",
55530,电视剧6 EP12,,英语,以后你再有这种情感问题可别再找我倾诉了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_13_22,079_00_13_24,880.wav",
55531,电视剧6 EP12,,泰语,以后你再有这种情感问题可别再找我倾诉了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_13_22,079_00_13_24,880.wav",
55532,电视剧6 EP12,,英语,应该有问题的是你气进医院的是我,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_13_25,719_00_13_29,000.wav",
55533,电视剧6 EP12,,泰语,应该有问题的是你气进医院的是我,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_13_25,719_00_13_29,000.wav",
55534,电视剧6 EP12,,英语,我这乳腺真是被气疼了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_13_29,559_00_13_31,559_chinesetts.wav",
55535,电视剧6 EP12,,泰语,我这乳腺真是被气疼了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_13_29,559_00_13_31,559_chinesetts.wav",
55536,电视剧6 EP12,,英语,赵方刚朋友,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_14_03,319_00_14_04,839.wav",
55537,电视剧6 EP12,,泰语,赵方刚朋友,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_14_03,319_00_14_04,839.wav",
55538,电视剧6 EP12,,英语,乔小姐不好意思打扰你了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_14_31,079_00_14_32,640.wav",
55539,电视剧6 EP12,,泰语,乔小姐不好意思打扰你了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_14_31,079_00_14_32,640.wav",
55540,电视剧6 EP12,,英语,上次迟到了一直让你等实在不好意思,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_14_33,000_00_14_35,280.wav",
55541,电视剧6 EP12,,泰语,上次迟到了一直让你等实在不好意思,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_14_33,000_00_14_35,280.wav",
55542,电视剧6 EP12,,英语,你这周末有空吗,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_14_35,959_00_14_36,839.wav",
55543,电视剧6 EP12,,泰语,你这周末有空吗,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_14_35,959_00_14_36,839.wav",
55544,电视剧6 EP12,,英语,我请你吃个饭赔个罪,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_14_37,160_00_14_38,439.wav",
55545,电视剧6 EP12,,泰语,我请你吃个饭赔个罪,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_14_37,160_00_14_38,439.wav",
55546,电视剧6 EP12,,英语,确实有被你打扰到,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_14_39,880_00_14_41,039.wav",
55547,电视剧6 EP12,,泰语,确实有被你打扰到,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_14_39,880_00_14_41,039.wav",
55548,电视剧6 EP12,,英语,代瑞银行员工不得利用职务,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_15_00,480_00_15_05,520_chinesetts.wav",
55549,电视剧6 EP12,,泰语,代瑞银行员工不得利用职务,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_15_00,480_00_15_05,520_chinesetts.wav",
55550,电视剧6 EP12,,英语,你什么时候回来的,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_15_25,120_00_15_26,079.wav",
55551,电视剧6 EP12,,泰语,你什么时候回来的,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_15_25,120_00_15_26,079.wav",
55552,电视剧6 EP12,,英语,一边听题一边做卷子三心二意啊,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_15_26,319_00_15_29,400.wav",
55553,电视剧6 EP12,,泰语,一边听题一边做卷子三心二意啊,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_15_26,319_00_15_29,400.wav",
55554,电视剧6 EP12,,英语,嗯马上就要考试了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_15_29,880_00_15_31,120.wav",
55555,电视剧6 EP12,,泰语,嗯马上就要考试了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_15_29,880_00_15_31,120.wav",
55556,电视剧6 EP12,,英语,我现在恨不得把我五官能用上的都用上,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_15_31,240_00_15_33,480.wav",
55557,电视剧6 EP12,,泰语,我现在恨不得把我五官能用上的都用上,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_15_31,240_00_15_33,480.wav",
55558,电视剧6 EP12,,英语,成功率指标这个做错了按键分析管理系统这选的不对,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_15_47,679_00_15_52,439.wav",
55559,电视剧6 EP12,,泰语,成功率指标这个做错了按键分析管理系统这选的不对,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_15_47,679_00_15_52,439.wav",
55560,电视剧6 EP12,,英语,看看要选哪个,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_15_53,079_00_15_53,760_chinesetts.wav",
55561,电视剧6 EP12,,泰语,看看要选哪个,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_15_53,079_00_15_53,760_chinesetts.wav",
55562,电视剧6 EP12,,英语,这下面管理模式应用系统你都已经写对了这题怎么可能做错呀,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_16_05,319_00_16_09,799.wav",
55563,电视剧6 EP12,,泰语,这下面管理模式应用系统你都已经写对了这题怎么可能做错呀,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_16_05,319_00_16_09,799.wav",
55564,电视剧6 EP12,,英语,我不开心不是因为生你气,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_17_55,759_00_18_00,040.wav",
55565,电视剧6 EP12,,泰语,我不开心不是因为生你气,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_17_55,759_00_18_00,040.wav",
55566,电视剧6 EP12,,英语,唐一辉他虽然叫我师哥但在学校的时候我们根本就没说过什么话也根本不熟,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_18_05,959_00_18_12,800.wav",
55567,电视剧6 EP12,,泰语,唐一辉他虽然叫我师哥但在学校的时候我们根本就没说过什么话也根本不熟,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_18_05,959_00_18_12,800.wav",
55568,电视剧6 EP12,,英语,他叫做拓展一步是行里的推荐不是我安排的,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_18_15,320_00_18_19,519.wav",
55569,电视剧6 EP12,,泰语,他叫做拓展一步是行里的推荐不是我安排的,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_18_15,320_00_18_19,519.wav",
55570,电视剧6 EP12,,英语,那如果你没跟我在一起你会跟谁在一起,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_18_22,160_00_18_25,560.wav",
55571,电视剧6 EP12,,泰语,那如果你没跟我在一起你会跟谁在一起,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_18_22,160_00_18_25,560.wav",
55572,电视剧6 EP12,,英语,是生活里哪有那么多如果呀那个时候你又不喜欢我,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_18_38,679_00_18_43,199.wav",
55573,电视剧6 EP12,,泰语,是生活里哪有那么多如果呀那个时候你又不喜欢我,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_18_38,679_00_18_43,199.wav",
55574,电视剧6 EP12,,英语,生活里没有如果所以我还是会和你在一起,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_18_46,919_00_18_51,400.wav",
55575,电视剧6 EP12,,泰语,生活里没有如果所以我还是会和你在一起,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_18_46,919_00_18_51,400.wav",
55576,电视剧6 EP12,,英语,我不想这件事儿了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_18_57,439_00_18_58,560.wav",
55577,电视剧6 EP12,,泰语,我不想这件事儿了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_18_57,439_00_18_58,560.wav",
55578,电视剧6 EP12,,英语,马上快考试了我已经在这件事情上耽误太多时间了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_18_59,479_00_19_03,519.wav",
55579,电视剧6 EP12,,泰语,马上快考试了我已经在这件事情上耽误太多时间了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_18_59,479_00_19_03,519.wav",
55580,电视剧6 EP12,,英语,不想不想,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_19_04,439_00_19_05,040.wav",
